idx,label,anomalyScore
529,8,0.057854
4647,2,0.102361
5993,9,0.140829
21639,2,0.126215
59495,7,0.129401
19441,1,0.140536
19755,6,0.133515
39987,1,0.141781
40185,3,0.140818
42713,8,0.131406
4611,2,0.095138
34108,8,0.103878
43069,4,0.090288
51921,6,0.134243
56990,0,0.085678
30437,1,0.148908
46833,7,0.107952
50492,3,0.121148
14145,5,0.112395
16919,9,0.139114
19104,8,0.132683
19403,2,0.097692
21714,2,0.127361
54020,1,0.139247
503,5,0.138450
33661,7,0.104190
45300,4,0.131350
54332,5,0.133630
8447,2,0.111080
47605,7,0.119941
52520,4,0.130693
5684,3,0.090325
27721,0,0.041745
39287,9,0.082138
46849,3,0.120320
36522,9,0.145646
45546,3,0.090658
48191,7,0.140530
52803,2,0.133987
6212,2,0.092885
15668,3,0.131691
33002,5,0.114971
34443,2,0.104481
36928,8,0.128805
39150,8,0.122295
7102,8,0.126600
8474,2,0.092201
12467,8,0.126389
20394,1,0.141661
37316,6,0.068173
2102,0,0.107481
9527,6,0.135152
22910,6,0.073358
37343,8,0.117061
35070,1,0.132535
37728,2,0.071234
48336,1,0.139786
7308,8,0.128087
9352,7,0.119389
39090,7,0.125293
47535,2,0.058602
3925,2,0.134643
51884,0,0.047427
54229,3,0.096554
35517,0,0.048247
35642,9,0.143897
35889,6,0.134748
42663,8,0.122033
35420,6,0.110357
16328,2,0.112695
30614,4,0.134472
36319,0,0.053773
51274,2,0.122225
28475,8,0.137164
51759,0,0.121201
6042,8,0.098534
9245,6,0.116880
9280,3,0.138574
41207,4,0.128418
43906,1,0.145042
54790,7,0.136586
4118,9,0.140086
10245,5,0.090967
17434,1,0.141531
24564,1,0.141234
33986,1,0.132117
9757,2,0.098048
14671,5,0.112571
50546,3,0.106487
13545,0,0.084053
23035,1,0.143259
31732,7,0.130370
45271,8,0.111040
50386,0,0.069651
1222,9,0.115040
1649,2,0.108401
22506,9,0.120391
57919,8,0.120245
54209,3,0.137937
57586,4,0.114642
3642,7,0.092928
15607,3,0.133835
20943,3,0.091767
26619,4,0.142931
39467,6,0.122068
1800,3,0.117869
17547,6,0.142476
35789,8,0.115750
59310,8,0.071061
19510,7,0.124469
22207,3,0.126960
30404,5,0.108725
40633,2,0.124917
31135,1,0.075922
36261,0,0.128178
43,7,0.137835
2999,1,0.146651
19262,0,0.040405
59267,1,0.142566
13674,3,0.120956
37224,3,0.090899
43484,7,0.136519
46458,7,0.098049
57710,4,0.139432
59380,7,0.077492
3899,1,0.141263
22437,0,0.092624
36942,4,0.100089
44701,0,0.109716
56138,0,0.062902
5880,6,0.125248
8824,1,0.133370
18530,9,0.124508
24878,0,0.111382
31277,2,0.073057
49111,0,0.095333
53767,7,0.136995
1245,3,0.127548
7784,7,0.122793
15746,9,0.104799
35966,7,0.116631
45139,6,0.131853
25029,3,0.132445
47315,5,0.107470
59416,2,0.042938
23845,1,0.131579
41678,7,0.134014
47099,5,0.122982
54130,4,0.132455
10571,2,0.112297
14105,7,0.145047
29799,8,0.130871
45821,1,0.146305
49532,7,0.109636
55782,8,0.105634
5389,3,0.087350
13059,5,0.114569
14301,6,0.115585
34524,0,0.095982
52568,8,0.123150
9625,3,0.085025
24174,5,0.109536
4176,7,0.126154
41843,6,0.087271
46766,7,0.109810
56555,5,0.125050
1214,2,0.080805
16958,6,0.131173
46903,3,0.131459
49347,6,0.129124
440,8,0.114537
21175,2,0.092901
24712,1,0.133738
29542,0,0.096287
40011,6,0.118524
51861,4,0.127521
165,4,0.096716
40641,5,0.116254
46071,3,0.077796
36828,9,0.135450
21284,2,0.065083
28494,4,0.116171
32013,8,0.115897
42917,2,0.112827
51634,2,0.090629
4341,0,0.115253
31462,8,0.138907
47759,1,0.143083
56912,8,0.095135
35732,7,0.121683
53642,5,0.125440
54644,7,0.136149
32729,7,0.107608
48326,3,0.109875
20506,9,0.142059
28253,3,0.097700
42177,1,0.145037
4990,9,0.128314
5309,7,0.105885
17284,9,0.116955
41799,5,0.126116
1575,9,0.107941
12463,6,0.135994
30664,2,0.129080
30682,3,0.117004
34152,8,0.127186
3976,2,0.119950
9923,0,0.048999
14493,6,0.132220
43682,2,0.100104
18188,9,0.138465
12095,3,0.119373
31342,0,0.073350
32674,4,0.107633
39783,1,0.150019
6469,0,0.082836
27400,8,0.125765
35301,8,0.141422
40337,0,0.131980
10040,7,0.122581
58076,9,0.141115
16654,6,0.113671
54687,4,0.116751
769,5,0.114501
16296,5,0.089276
39873,8,0.108292
43847,8,0.089202
54417,1,0.150551
23313,5,0.137383
49138,3,0.086911
3446,6,0.097632
39649,9,0.104242
46230,6,0.120531
48221,2,0.132298
57095,1,0.150394
7973,6,0.133469
11025,4,0.103032
19026,8,0.114282
33845,0,0.050500
28591,6,0.113345
43730,9,0.120366
3047,6,0.137269
3168,7,0.118718
13272,4,0.091603
17159,4,0.115061
24962,2,0.116664
613,0,0.094616
21614,8,0.124843
38396,9,0.132748
38075,8,0.126190
39487,4,0.040765
58337,3,0.109881
42529,7,0.130343
45700,3,0.093854
5438,7,0.108451
6747,8,0.103692
56211,6,0.072284
56980,5,0.120525
10313,2,0.081696
29766,3,0.112707
9652,8,0.130646
15267,1,0.146832
15459,8,0.106851
28617,6,0.077407
2801,4,0.144255
10316,7,0.121151
35053,1,0.141521
14282,9,0.125848
41596,2,0.082102
12063,7,0.137445
8058,6,0.070576
51696,3,0.115104
56004,9,0.134123
59516,4,0.118020
11117,0,0.122306
30873,2,0.117442
31213,6,0.128467
59929,6,0.103836
17502,9,0.087986
43800,5,0.109771
56159,0,0.091705
4738,4,0.098500
8813,0,0.067940
27627,9,0.137916
18680,3,0.056982
50916,3,0.099871
6760,4,0.130677
6869,5,0.119149
17667,9,0.112756
27879,2,0.067996
29948,9,0.136185
9455,7,0.126208
37258,4,0.127292
59379,6,0.051445
27097,8,0.124100
31720,3,0.096296
46519,1,0.147373
4892,3,0.066303
875,3,0.097927
30185,9,0.099300
41161,6,0.124234
57023,1,0.151798
33301,9,0.144908
50812,6,0.133492
53933,0,0.097241
604,0,0.081136
40716,8,0.127753
1100,4,0.130047
5336,8,0.111092
35512,3,0.096895
48355,2,0.145140
5717,7,0.147223
34905,0,0.069582
7020,4,0.124529
9255,6,0.130224
15117,5,0.117682
24487,6,0.076046
49040,9,0.142626
8539,1,0.145181
15528,6,0.118911
26577,6,0.123753
32433,7,0.136387
44528,8,0.118521
6130,8,0.089645
41930,3,0.092839
51265,4,0.104869
21914,8,0.112902
54248,2,0.133151
58314,0,0.101778
26134,1,0.144837
26879,3,0.146348
28318,0,0.099164
43899,7,0.134422
27553,4,0.113523
37858,8,0.065893
38912,3,0.105400
42304,3,0.085851
44257,4,0.093935
24097,2,0.114495
24963,0,0.111574
34646,3,0.090189
39638,1,0.138851
44672,3,0.122577
11608,1,0.125325
15098,3,0.087161
33839,7,0.144120
41911,7,0.128955
44971,5,0.106630
13587,2,0.094198
19636,7,0.085503
13388,5,0.118536
21024,2,0.102645
32249,5,0.132370
40229,0,0.086293
21505,2,0.115120
52171,5,0.067919
13950,9,0.109718
26786,6,0.129998
34620,0,0.095557
50232,8,0.117497
51179,7,0.141089
1779,3,0.056290
22695,4,0.145536
25311,1,0.138682
53229,6,0.132052
59050,8,0.095462
21721,3,0.066847
26388,5,0.118521
40732,5,0.123285
53566,9,0.116994
55185,5,0.137902
10626,0,0.087704
44550,2,0.059889
44851,4,0.088922
51749,2,0.129180
1165,4,0.115064
9376,4,0.108001
41931,4,0.121011
49746,4,0.135920
8988,1,0.145353
11497,4,0.129353
49419,6,0.099211
49424,4,0.122439
52912,7,0.126458
15355,9,0.145063
25306,0,0.023458
34318,7,0.132908
35126,9,0.119124
16359,5,0.113830
41215,6,0.130651
49744,6,0.105745
2507,3,0.065314
25845,4,0.079930
36116,7,0.084415
47883,8,0.121088
57139,6,0.137347
3641,7,0.121422
23001,7,0.070553
32778,9,0.117895
47193,3,0.114477
49974,9,0.124662
1605,4,0.124896
27137,1,0.144928
33641,0,0.073802
50449,8,0.117364
52537,8,0.070074
56479,9,0.093016
58760,3,0.106138
13221,6,0.120243
28938,2,0.070014
38872,4,0.127930
44129,6,0.115750
55274,6,0.081798
9998,6,0.119137
10140,1,0.142098
30750,1,0.145132
46304,0,0.072585
52574,8,0.130295
12202,6,0.117268
57757,6,0.115100
41659,1,0.149779
55340,4,0.137163
1807,5,0.127384
20496,9,0.135499
23815,2,0.108819
32241,6,0.129526
35426,4,0.109663
12898,0,0.083541
16259,6,0.117992
34687,6,0.135254
54768,3,0.114335
4559,5,0.123626
6944,8,0.069400
19132,8,0.120668
26136,8,0.113259
43110,8,0.144621
50750,0,0.113390
341,7,0.127497
3922,5,0.114547
17597,8,0.109352
24504,7,0.121350
24642,8,0.090892
14084,6,0.097592
16454,3,0.085821
16807,9,0.145173
23186,2,0.083014
51221,6,0.094990
18676,3,0.095751
20184,4,0.101124
44359,6,0.084862
13203,3,0.065280
42181,0,0.116719
42492,2,0.136526
12708,2,0.069250
18156,3,0.126665
38633,9,0.129223
51740,1,0.132401
54025,5,0.043795
5718,3,0.081989
36301,8,0.119807
51549,1,0.139334
10927,1,0.137227
39264,0,0.084266
52057,1,0.148614
8073,6,0.124303
37447,2,0.110500
14610,5,0.117045
23106,5,0.101455
23879,4,0.127754
40687,2,0.105234
43660,3,0.122867
22445,0,0.076309
41482,8,0.109034
30432,3,0.087396
51319,9,0.131320
27192,9,0.133796
34677,7,0.097192
2425,4,0.136299
6846,7,0.134274
11590,6,0.142014
54374,1,0.148838
37678,0,0.091049
42568,4,0.115934
4950,9,0.123295
31115,4,0.074251
46615,8,0.119686
15055,5,0.096127
32015,4,0.104946
32930,6,0.129532
51496,5,0.072571
3216,3,0.122235
7487,2,0.094472
36852,1,0.137822
54281,8,0.127046
58221,8,0.128111
3252,8,0.124332
13109,9,0.123993
14438,6,0.118568
29941,5,0.137186
36141,7,0.130423
33824,0,0.053027
47430,1,0.118161
53142,4,0.132167
41426,0,0.078194
1412,4,0.101075
10284,0,0.037092
30280,6,0.093016
32014,3,0.129942
38479,6,0.109139
18827,3,0.116726
54664,7,0.124472
54,4,0.135561
14222,1,0.139948
59404,8,0.097429
8248,0,0.109914
33220,0,0.052671
36929,1,0.141665
55731,9,0.134842
12050,1,0.142085
59579,6,0.121880
49349,5,0.076607
6318,3,0.101077
20197,9,0.128291
24725,2,0.126871
28278,5,0.104685
31802,8,0.098254
306,7,0.122210
15468,8,0.115091
20906,8,0.089059
59087,8,0.100603
9985,4,0.093721
26882,0,0.099510
49457,6,0.118436
1518,0,0.066952
11777,5,0.115818
24198,9,0.130590
35313,4,0.103534
4631,9,0.130421
33543,6,0.123958
45192,4,0.101991
45352,8,0.119783
16039,5,0.129583
32138,3,0.094145
57055,8,0.109607
17167,9,0.130415
21916,7,0.122021
10078,7,0.136645
26764,4,0.136558
27241,6,0.090408
32949,8,0.126124
36146,1,0.131857
9160,5,0.125526
11935,9,0.135543
13428,6,0.128924
15991,3,0.144049
39394,1,0.127747
22095,7,0.128774
32569,0,0.086147
34004,6,0.132236
34736,4,0.119916
51608,6,0.111512
24007,9,0.137004
14667,6,0.108853
16736,1,0.145954
26286,6,0.124580
30893,8,0.141605
33234,2,0.092645
51824,4,0.125104
55161,4,0.131002
18804,2,0.067250
25572,2,0.108558
48485,9,0.116637
23387,7,0.066880
28586,6,0.105534
35736,9,0.124990
21583,3,0.124987
10946,2,0.071387
16350,6,0.127173
19514,9,0.134049
23849,8,0.129456
48387,3,0.091618
16426,6,0.123398
21843,9,0.095286
22561,1,0.140961
46342,7,0.101333
53065,8,0.122257
2660,7,0.098134
40115,7,0.124385
12237,1,0.131416
24124,8,0.129781
795,6,0.092921
39523,4,0.067790
40067,4,0.122400
42516,8,0.100010
53170,6,0.112412
54410,6,0.129711
10036,5,0.120972
15461,7,0.108060
37458,9,0.126548
42243,1,0.148118
54265,4,0.126827
52931,0,0.089903
54683,2,0.113215
367,1,0.146854
11231,2,0.071074
55748,1,0.137094
10372,4,0.103838
13376,6,0.082736
28510,4,0.116932
14815,7,0.135680
38859,8,0.122733
39434,4,0.105240
5200,8,0.112134
6796,8,0.134032
34259,9,0.140083
40223,7,0.133752
41695,1,0.139162
55499,5,0.112892
59922,3,0.104556
14510,1,0.133928
15351,3,0.116095
22610,6,0.087159
23207,3,0.133651
36744,6,0.116873
2690,4,0.139550
9906,7,0.092454
17624,6,0.102934
18062,3,0.105924
33984,0,0.107592
2045,6,0.133719
50854,5,0.124496
8571,4,0.113505
11689,9,0.124108
13848,7,0.118598
13965,6,0.137965
37252,4,0.136091
15657,3,0.066511
43965,2,0.093653
59917,8,0.094888
48092,3,0.129345
51368,5,0.099006
36615,2,0.110227
50993,7,0.130516
1384,9,0.131185
12390,9,0.096822
19450,5,0.082553
22851,1,0.148841
23633,5,0.134040
1726,0,0.068971
16160,1,0.138835
43654,1,0.141135
49530,3,0.112416
52376,3,0.111497
33699,2,0.143653
42676,2,0.078729
2322,9,0.118649
58325,3,0.127177
2625,0,0.106345
7050,6,0.137338
12421,7,0.099593
25246,3,0.100110
52538,1,0.143438
49775,0,0.104879
51313,4,0.133154
5055,1,0.142245
25791,4,0.140994
28423,9,0.100169
30797,6,0.142103
38657,5,0.105648
27572,2,0.092126
31990,3,0.108004
9302,2,0.048903
14303,2,0.107957
15378,3,0.123572
22090,5,0.102593
25416,8,0.077030
15303,9,0.126845
23730,8,0.122478
38666,2,0.083137
49184,3,0.088143
51595,1,0.149707
19327,3,0.113342
23764,5,0.101434
36029,5,0.113514
18990,0,0.068099
27628,5,0.101543
34336,9,0.121259
36743,4,0.133167
37488,4,0.099461
27906,6,0.104594
42623,2,0.099295
9862,8,0.097338
42254,6,0.097979
470,8,0.100267
58192,6,0.111172
16777,9,0.120803
29135,9,0.129555
47160,4,0.126550
57653,7,0.134099
22566,5,0.109462
50890,4,0.136540
5383,5,0.130495
16826,3,0.123618
23678,2,0.108606
15963,1,0.144577
38186,6,0.126398
9117,4,0.099542
16789,6,0.069856
3861,5,0.086371
16071,6,0.130457
46910,9,0.121589
19776,5,0.104217
48866,5,0.090137
52629,0,0.130650
43166,8,0.084843
24643,4,0.132632
28340,6,0.110991
35347,3,0.090815
38904,0,0.077455
39778,6,0.133790
3683,5,0.088639
21573,7,0.147645
32308,7,0.115092
16621,3,0.089905
32313,6,0.135175
28146,7,0.116636
29491,0,0.100680
47395,1,0.143539
2682,8,0.093364
13497,3,0.090787
17300,4,0.117298
38969,1,0.147356
27532,1,0.143431
35510,2,0.101394
57124,4,0.129318
8811,2,0.127458
59864,4,0.121576
19800,6,0.127217
34751,4,0.141499
41621,0,0.103376
41731,2,0.114755
44841,7,0.124500
12194,0,0.125276
16078,6,0.120880
56512,1,0.142659
28939,4,0.117638
32661,1,0.146124
45193,7,0.141761
55071,2,0.082386
3278,9,0.138054
17010,0,0.099365
54830,3,0.132583
56613,2,0.126669
14463,1,0.142532
22769,4,0.123585
23006,5,0.090061
30869,4,0.074629
51601,4,0.095721
5536,7,0.132547
36213,4,0.141630
50165,4,0.083192
56463,7,0.122572
58437,4,0.131133
1809,4,0.121861
2655,1,0.147962
30148,8,0.129825
16951,1,0.146715
17121,6,0.120674
31285,7,0.134770
35670,1,0.139221
2217,9,0.125740
19564,6,0.091495
9127,6,0.140285
57823,0,0.135475
39418,1,0.131929
42134,1,0.120302
578,0,0.059105
10596,8,0.114506
31443,5,0.112973
37162,3,0.120082
39155,6,0.123068
53405,0,0.124885
59999,6,0.115373
4904,1,0.147353
15933,7,0.072027
20000,2,0.075982
31067,7,0.115767
33254,0,0.075651
10483,8,0.123411
13336,0,0.065194
15686,5,0.116576
17053,2,0.120654
52447,3,0.109639
1109,3,0.073137
56058,1,0.145318
12226,3,0.108072
29322,4,0.110853
30222,9,0.131643
45606,9,0.130345
54431,3,0.133357
14267,3,0.123243
14789,4,0.127889
15280,2,0.100175
36309,6,0.132031
42187,3,0.106009
4639,3,0.142892
9152,0,0.078904
23858,1,0.140341
46907,7,0.143228
2697,9,0.113308
13331,2,0.117716
39634,9,0.122964
39664,2,0.084745
42127,2,0.110201
8617,7,0.103571
15281,6,0.122101
21304,2,0.102761
21634,2,0.074230
39537,4,0.121323
26995,2,0.135146
33232,1,0.141353
33805,2,0.072838
33717,2,0.120189
42532,1,0.149185
45348,2,0.099102
47672,9,0.121315
23470,7,0.120144
30018,7,0.140692
48258,9,0.128333
51361,4,0.104436
59193,6,0.135379
42339,5,0.136661
11788,6,0.129284
18591,0,0.101929
39620,3,0.084327
21156,5,0.107396
32119,6,0.116332
34774,0,0.071708
35501,5,0.125684
40258,3,0.108813
21524,0,0.040555
29690,7,0.139504
42055,3,0.123897
1319,6,0.118864
6720,3,0.117640
11677,1,0.147403
13903,4,0.032193
21191,8,0.122169
53762,1,0.141727
15957,8,0.129979
32321,6,0.118749
38983,3,0.137013
40826,0,0.111580
34486,7,0.093523
37933,9,0.135379
46660,9,0.136037
52619,9,0.132889
53335,7,0.095159
9167,0,0.091516
16371,3,0.121300
26508,0,0.097541
31000,8,0.133185
33495,5,0.117286
44086,9,0.117530
56842,7,0.091862
9081,3,0.125694
27977,7,0.143451
32214,4,0.125310
38716,2,0.083774
38854,6,0.096824
21958,9,0.115808
42132,0,0.073548
50287,3,0.138624
51888,5,0.107027
3235,1,0.148761
11876,6,0.126683
28241,9,0.139821
37814,8,0.087291
53816,3,0.103164
3724,1,0.139622
26258,8,0.124938
58139,8,0.117120
45009,3,0.079923
786,6,0.112645
1865,5,0.137545
18557,7,0.128009
19924,4,0.092381
26458,0,0.097912
36900,3,0.117392
36937,2,0.131949
40939,9,0.096940
10323,3,0.124408
35067,3,0.111040
48519,1,0.144297
55355,0,0.085322
58918,6,0.127592
36340,4,0.104064
37392,9,0.125396
48433,7,0.128686
12078,4,0.112367
16122,1,0.132406
16773,2,0.071787
18749,2,0.113728
20461,4,0.138193
40720,4,0.102714
44337,6,0.113334
3727,6,0.134611
10575,2,0.073944
15866,1,0.147030
27108,9,0.138307
35880,4,0.128284
16665,2,0.115336
44169,6,0.103041
45749,0,0.091398
213,7,0.135430
12998,4,0.108282
40380,4,0.139801
7628,9,0.126315
10510,5,0.100553
54852,6,0.128217
5941,9,0.113085
34979,8,0.109898
56776,0,0.119880
53811,9,0.115811
57222,0,0.098217
898,4,0.121798
16912,3,0.061002
20521,2,0.117315
25727,5,0.124502
39510,3,0.112661
1530,3,0.111929
12367,2,0.122547
17511,6,0.083155
58036,0,0.073833
4095,3,0.127827
17974,2,0.063272
22735,5,0.081608
29745,4,0.114771
44278,1,0.111500
49642,1,0.135761
1316,3,0.097284
12269,8,0.118193
18561,4,0.134743
31095,9,0.098339
44458,3,0.112160
1185,6,0.112374
34263,0,0.115668
43712,3,0.122249
34284,0,0.102001
57444,4,0.115201
59888,9,0.134891
6887,9,0.133935
10046,0,0.055544
16130,5,0.109102
17144,7,0.083163
26285,3,0.133018
29232,3,0.111212
46554,2,0.086187
4505,1,0.149344
9334,2,0.040449
11577,2,0.131738
18043,0,0.111400
28723,9,0.122384
11362,0,0.126169
27654,6,0.126606
33375,1,0.148847
14453,8,0.123897
19595,0,0.124869
53257,0,0.060839
55283,4,0.081724
16480,2,0.123644
52145,2,0.103380
16248,7,0.132084
29584,6,0.139009
43372,2,0.080870
1207,5,0.088308
7639,8,0.125772
9435,7,0.124994
10232,7,0.084567
10439,9,0.122996
46764,0,0.086325
48905,3,0.141455
52485,7,0.141418
5073,0,0.086679
11573,5,0.112972
21060,5,0.088843
21202,1,0.141904
45957,8,0.128275
25908,2,0.108570
49831,8,0.080696
30257,3,0.112825
53752,5,0.110371
6138,0,0.054976
31853,2,0.107187
25790,3,0.087603
37163,9,0.138817
43174,4,0.132897
46536,0,0.109073
57201,8,0.107917
827,9,0.067636
1616,5,0.116375
8260,3,0.064600
21168,9,0.134048
32061,5,0.083513
18382,6,0.129511
21394,4,0.105165
32936,8,0.115865
52142,6,0.123283
7309,8,0.139115
14782,4,0.114895
37399,8,0.129207
39156,0,0.070344
22006,7,0.104941
39381,5,0.084168
47840,2,0.053176
18657,1,0.138555
48973,4,0.124973
49162,6,0.107892
51614,3,0.076334
47170,1,0.126713
55747,3,0.124123
14309,6,0.136159
17751,1,0.133549
18266,7,0.133135
42046,0,0.061667
43596,1,0.139677
4547,6,0.130128
28074,7,0.121473
14611,6,0.096738
19101,1,0.148507
28909,9,0.106719
54576,9,0.117371
56733,5,0.099409
14322,1,0.112419
22949,9,0.129216
30522,8,0.117617
56762,3,0.064880
10778,5,0.125164
12343,9,0.058405
30195,1,0.147576
35549,3,0.119945
46551,4,0.102236
9823,0,0.071143
22560,6,0.091626
22603,4,0.149020
26643,7,0.141807
38653,2,0.090410
40296,8,0.116241
53651,2,0.091383
5484,1,0.143118
19917,6,0.132740
21229,3,0.104178
30864,4,0.138859
31703,5,0.138348
40874,7,0.126088
43077,3,0.110165
50437,9,0.135980
2427,1,0.134643
3506,7,0.132320
12266,3,0.101550
22728,1,0.141226
27359,8,0.141725
21165,2,0.093367
36094,3,0.128642
46939,7,0.138440
15105,8,0.081781
23610,7,0.133413
42925,9,0.146970
29904,0,0.111989
25527,2,0.123138
47398,4,0.120540
4039,4,0.083361
7182,0,0.099579
10260,0,0.017162
17154,2,0.131252
24448,1,0.139156
9518,6,0.056527
9694,1,0.143888
45443,0,0.114145
28380,7,0.114547
31209,6,0.123442
45160,7,0.111810
2474,0,0.051237
6839,9,0.118418
9076,6,0.146620
15385,6,0.102036
22676,3,0.088391
6221,4,0.124122
38665,1,0.146770
6086,6,0.083899
39716,0,0.080032
19164,9,0.127185
57825,5,0.118239
58203,7,0.117377
4418,4,0.112787
4848,5,0.074170
21650,8,0.128475
25440,7,0.104613
55966,5,0.113464
9620,6,0.126857
14488,6,0.133681
31815,4,0.108411
33493,0,0.051651
35881,1,0.143367
6818,4,0.140271
10068,1,0.127918
20102,5,0.082911
33883,4,0.112303
29433,7,0.146407
38116,6,0.098027
19186,9,0.117787
44424,9,0.117461
44678,1,0.145095
48940,5,0.122181
46279,7,0.108305
57143,2,0.103116
58579,6,0.124081
13181,7,0.138783
15742,9,0.124708
24697,0,0.060710
26526,9,0.140841
33572,7,0.133742
56376,4,0.135967
3022,0,0.078590
39365,1,0.145209
40753,3,0.111543
42432,5,0.126892
43746,8,0.129399
38420,9,0.134114
27727,3,0.096227
34682,1,0.133969
43191,7,0.127191
300,6,0.118637
3081,1,0.137105
28141,2,0.093421
39826,6,0.131917
6089,7,0.080725
28242,8,0.135063
29716,1,0.143298
47557,9,0.139065
3333,3,0.123187
5688,3,0.086816
27321,6,0.122603
49752,8,0.131796
51176,4,0.063014
6477,7,0.096746
15871,6,0.108889
45399,3,0.092795
52587,1,0.148648
58880,0,0.068556
16614,7,0.139985
32422,3,0.114174
28993,0,0.071439
45685,8,0.108619
32360,7,0.132272
33836,0,0.118581
40108,2,0.056379
45501,2,0.139782
50293,1,0.148388
56149,6,0.101117
6358,0,0.099174
29940,1,0.131833
31350,3,0.124734
31439,4,0.126624
53824,1,0.145042
9351,1,0.149033
44062,8,0.104501
9915,0,0.097977
11936,5,0.112548
21335,1,0.141327
53351,0,0.081570
57894,3,0.115240
4833,7,0.110670
18313,6,0.140228
18839,6,0.096407
32645,3,0.118894
39101,3,0.042576
41865,4,0.123717
54096,2,0.108530
55364,7,0.132786
11037,0,0.065315
11743,0,0.121022
17955,4,0.126465
30476,1,0.136593
30976,2,0.097186
8578,6,0.125644
32239,4,0.073214
33227,9,0.130988
50669,7,0.099608
56309,1,0.150964
31449,4,0.136970
58030,7,0.122609
19898,1,0.131578
37855,0,0.116205
48157,6,0.141113
50983,3,0.123100
56996,3,0.117977
34652,9,0.131989
36702,6,0.094976
37757,3,0.091275
38923,4,0.124715
23802,4,0.100573
57464,6,0.079895
851,4,0.120752
21215,6,0.109354
47985,2,0.140429
52219,8,0.116988
56717,8,0.121924
46467,7,0.118518
5217,2,0.122387
14072,6,0.087267
27897,1,0.142402
52139,9,0.127304
24975,1,0.138208
35285,6,0.085483
37349,7,0.135183
52047,1,0.150105
9471,7,0.142306
13928,6,0.095506
27387,8,0.114468
51434,5,0.124950
51855,5,0.116403
13757,7,0.124951
14056,8,0.095768
36386,7,0.111870
20916,9,0.123140
43737,6,0.135619
49852,8,0.132119
43645,3,0.107845
52728,4,0.107013
5510,2,0.083879
8082,4,0.105960
19526,7,0.076762
33108,7,0.123447
36353,7,0.136765
19000,4,0.128717
31764,5,0.081112
38019,7,0.125537
39158,1,0.135717
47323,8,0.027630
1160,6,0.126849
2153,6,0.098974
23048,3,0.116610
4542,2,0.123297
22644,3,0.071606
38453,8,0.104478
24061,2,0.101337
41285,2,0.132730
39754,9,0.128746
46295,0,0.119449
4816,1,0.145936
6537,4,0.117468
25915,0,0.103412
6431,3,0.114188
41505,8,0.085077
58613,3,0.108748
52508,5,0.112334
59923,4,0.119264
4221,0,0.106569
12114,1,0.137959
18437,4,0.136990
21252,2,0.067865
46513,1,0.149619
8633,2,0.088454
19992,1,0.148074
54578,5,0.077587
51244,8,0.105966
429,9,0.127847
5463,0,0.126574
29470,0,0.068399
49768,9,0.115613
50012,2,0.118126
3127,5,0.108774
7568,2,0.121297
8391,2,0.100886
12224,2,0.060681
25249,9,0.128507
39181,6,0.107942
46612,6,0.140643
49062,5,0.114526
22840,4,0.119395
26300,6,0.137036
31061,8,0.125296
33350,5,0.118485
36906,6,0.137684
56454,7,0.147572
28899,6,0.028016
31769,5,0.124993
51953,1,0.144087
56045,6,0.124887
10151,4,0.128187
23167,9,0.145500
24622,3,0.084960
28577,6,0.139451
55619,8,0.140235
58372,8,0.106254
13490,8,0.111180
14049,5,0.091572
28442,3,0.110050
35628,6,0.116891
56603,1,0.150397
732,3,0.107205
21717,1,0.148763
45993,7,0.148403
36788,5,0.067788
39272,5,0.109957
39681,4,0.125367
50202,3,0.121105
7854,9,0.124371
11098,3,0.101458
54552,2,0.118932
57450,9,0.134205
14344,2,0.085574
16305,7,0.138936
33150,0,0.051833
33357,7,0.133371
36561,0,0.062885
2142,9,0.135973
13070,4,0.092944
38961,4,0.064015
45702,0,0.078494
32766,1,0.147850
38131,3,0.133473
59915,3,0.127707
5048,4,0.135367
7532,5,0.109523
20418,7,0.110010
33649,1,0.144545
50195,1,0.142144
3718,6,0.116643
20814,4,0.130909
27941,6,0.125303
35980,3,0.129146
38410,2,0.099799
18309,4,0.138183
24874,7,0.125938
40715,1,0.148478
50580,7,0.089591
10029,9,0.071344
13429,9,0.091740
13665,4,0.122033
43288,3,0.134349
45856,1,0.134491
9343,0,0.072557
41703,2,0.104662
46821,7,0.122827
8111,0,0.131921
50186,0,0.089696
53913,4,0.032441
14655,4,0.113830
50024,1,0.150075
2876,2,0.083099
31901,5,0.106085
56574,0,0.098263
54063,3,0.121386
9237,5,0.127892
17031,1,0.148804
21121,8,0.117369
26155,3,0.131644
41084,7,0.120416
1255,8,0.125190
2148,0,0.062562
54335,9,0.140993
9209,8,0.116868
17404,3,0.101292
52005,6,0.057364
59206,9,0.143616
43273,4,0.129459
3780,6,0.080203
14324,0,0.099427
32115,3,0.129889
35691,2,0.124395
41315,5,0.099319
48453,7,0.130049
52257,7,0.088267
6438,8,0.122167
24180,6,0.109483
29714,0,0.049331
30419,8,0.110186
36650,1,0.131635
19711,6,0.129769
33110,7,0.120843
47669,1,0.151084
17506,1,0.106295
17657,9,0.115624
3731,8,0.066498
6737,1,0.121863
25583,8,0.133743
29283,7,0.129777
32497,1,0.148156
38068,8,0.121426
8624,5,0.107074
44950,7,0.133971
57565,7,0.133892
7304,1,0.139188
15906,2,0.097045
19284,7,0.105681
41386,3,0.115324
56915,0,0.118400
24637,0,0.112585
25504,4,0.114494
