idx,label,iForestAnomalyScore,rForestNormalizedScore
10025,2,0.115530,0.442014
10026,0,0.031221,0.153903
10027,0,0.053840,0.157676
10028,1,0.144892,0.604881
10029,9,0.058681,0.170293
10030,2,0.091763,0.281814
10031,5,0.130581,0.523926
10032,3,0.122312,0.419886
10033,6,0.061569,0.195301
10034,4,0.123765,0.554301
10035,3,0.115767,0.343549
10036,5,0.126917,0.517225
10037,6,0.134243,0.564866
10038,6,0.135273,0.455979
10039,9,0.060292,0.183649
10040,7,0.129688,0.568923
10041,1,0.157883,0.910857
10042,8,0.145352,0.608146
10043,3,0.054992,0.190574
10044,9,0.140810,0.600417
10045,6,0.102407,0.246546
10046,0,0.050356,0.196080
10047,7,0.147628,0.647644
10048,9,0.145183,0.656042
10049,1,0.154425,0.771038
10050,5,0.117571,0.403139
10051,7,0.081574,0.255907
10052,5,0.133891,0.540631
10053,3,0.102234,0.364573
10054,6,0.123148,0.459829
10055,8,0.113117,0.346486
10056,9,0.141706,0.662286
10057,5,0.118504,0.425539
10058,8,0.120385,0.447902
10059,1,0.155766,0.880766
10060,9,0.149275,0.706128
10061,4,0.143014,0.623038
10062,8,0.146137,0.614174
10063,5,0.100505,0.395781
10064,7,0.145567,0.726891
10065,8,0.116803,0.363185
10066,5,0.130860,0.550934
10067,8,0.129950,0.492726
10068,1,0.140370,0.629231
10069,1,0.146367,0.671959
10070,0,0.096141,0.304978
10071,9,0.091997,0.281293
10072,0,0.056866,0.191145
10073,2,0.112061,0.338851
10074,2,0.131415,0.480370
10075,3,0.107968,0.349462
10076,2,0.117373,0.353189
10077,6,0.116576,0.398096
10078,7,0.146946,0.723650
10079,2,0.111520,0.423137
10080,8,0.127327,0.504033
10081,0,0.104879,0.337794
10082,2,0.120107,0.385055
10083,2,0.100138,0.358450
10084,0,0.057546,0.201645
10085,2,0.090447,0.263657
10086,1,0.157160,0.903591
10087,7,0.108638,0.365563
10088,2,0.102348,0.286517
10089,9,0.148315,0.659370
10090,6,0.143064,0.586489
10091,2,0.123218,0.419380
10092,3,0.126274,0.389096
10093,5,0.121268,0.465008
10094,3,0.133286,0.502751
10095,9,0.141223,0.584498
10096,7,0.144586,0.697807
10097,7,0.151347,0.736643
10098,3,0.132065,0.473628
10099,1,0.156576,0.887333
10100,3,0.121813,0.471129
10101,2,0.141209,0.556967
10102,6,0.143934,0.473796
10103,9,0.114336,0.384386
10104,4,0.148011,0.696696
10105,4,0.142461,0.584950
10106,9,0.142988,0.680255
10107,2,0.125701,0.486885
10108,0,0.124594,0.443155
10109,6,0.121238,0.463400
10110,9,0.145432,0.619327
10111,1,0.155672,0.864532
10112,5,0.118858,0.474206
10113,9,0.148364,0.605625
10114,2,0.113185,0.393131
10115,4,0.144134,0.676597
10116,8,0.138921,0.571059
10117,3,0.122093,0.436946
10118,2,0.084499,0.299713
10119,1,0.154458,0.816517
10120,0,0.088104,0.302723
10121,0,0.087190,0.250699
10122,0,0.090542,0.346076
10123,2,0.116372,0.404193
10124,1,0.152750,0.847172
10125,8,0.122300,0.391199
10126,3,0.131080,0.451487
10127,8,0.138542,0.508677
10128,2,0.114617,0.464762
10129,0,0.038203,0.075828
10130,1,0.142758,0.639313
10131,2,0.117898,0.406755
10132,7,0.150631,0.754893
10133,9,0.141262,0.622998
10134,4,0.149656,0.639572
10135,1,0.154350,0.774635
10136,6,0.134328,0.538997
10137,1,0.147111,0.763071
10138,3,0.135741,0.571039
10139,2,0.108738,0.376232
10140,1,0.152273,0.802083
10141,0,0.098620,0.378252
10142,3,0.137387,0.504140
10143,9,0.152375,0.738138
10144,9,0.140922,0.655103
10145,3,0.139209,0.597974
10146,1,0.153677,0.766868
10147,5,0.117525,0.420465
10148,7,0.145323,0.691433
10149,7,0.138889,0.657387
10150,6,0.132258,0.517030
10151,4,0.140129,0.582195
10152,8,0.131929,0.502568
10153,1,0.152334,0.770977
10154,4,0.133878,0.585673
10155,7,0.144349,0.654500
10156,3,0.094655,0.300303
10157,1,0.145379,0.678558
10158,1,0.132889,0.638586
10159,2,0.108595,0.371379
10160,4,0.128354,0.456734
10161,7,0.115623,0.362369
10162,3,0.117591,0.405275
10163,5,0.134022,0.490093
10164,6,0.139715,0.516051
10165,6,0.130108,0.426991
10166,9,0.134873,0.526249
10167,9,0.140972,0.623970
10168,0,0.090859,0.295103
10169,0,0.097270,0.296117
10170,1,0.153020,0.805621
10171,7,0.138866,0.590400
10172,7,0.143800,0.688665
10173,4,0.139574,0.606939
10174,5,0.142559,0.523342
10175,6,0.139387,0.583713
10176,4,0.136095,0.578482
10177,0,0.114363,0.379514
10178,4,0.132166,0.562566
10179,7,0.109449,0.377051
10180,7,0.123344,0.460150
10181,1,0.156525,0.869782
10182,7,0.143784,0.690104
10183,5,0.136770,0.591595
10184,9,0.113888,0.459536
10185,9,0.087195,0.221998
10186,5,0.133475,0.519568
10187,9,0.119131,0.433168
10188,8,0.122117,0.484673
10189,0,0.085358,0.236379
10190,8,0.114989,0.379039
10191,6,0.098499,0.344008
10192,4,0.153690,0.676646
10193,5,0.132211,0.487969
10194,9,0.137441,0.651020
10195,2,0.134646,0.533561
10196,0,0.105258,0.399854
10197,4,0.118885,0.494319
10198,8,0.117108,0.495649
10199,9,0.142739,0.607619
10200,9,0.145747,0.612302
10201,2,0.115441,0.365360
10202,8,0.121611,0.469374
10203,7,0.118793,0.343926
10204,0,0.033906,0.114297
10205,0,0.081579,0.195340
10206,1,0.139363,0.485234
10207,3,0.082040,0.256728
10208,2,0.048980,0.139839
10209,9,0.140805,0.616758
10210,4,0.109621,0.403073
10211,3,0.085989,0.228184
10212,5,0.086089,0.243817
10213,4,0.067469,0.168928
10214,6,0.105588,0.371911
10215,3,0.151780,0.671924
10216,7,0.089008,0.302038
10217,4,0.128062,0.499341
10218,8,0.077395,0.204561
10219,6,0.050139,0.170059
10220,9,0.098772,0.273198
10221,1,0.154595,0.766479
10222,0,0.074858,0.233862
10223,8,0.139885,0.588255
10224,1,0.150062,0.634956
10225,6,0.135438,0.520935
10226,4,0.114198,0.373837
10227,5,0.085045,0.292197
10228,5,0.088762,0.232115
10229,2,0.145822,0.564297
10230,6,0.097114,0.291108
10231,0,0.105827,0.294630
10232,7,0.087921,0.264707
10233,9,0.126881,0.494730
10234,8,0.070685,0.197799
10235,6,0.067366,0.156724
10236,9,0.128094,0.514667
10237,4,0.112491,0.418837
10238,0,0.012592,0.087236
10239,3,0.065109,0.211852
10240,1,0.135640,0.526080
10241,0,0.123054,0.523562
10242,4,0.104265,0.325120
10243,0,0.114938,0.380650
10244,7,0.118793,0.414827
10245,5,0.089467,0.297516
10246,0,0.063943,0.173680
10247,6,0.128240,0.437625
10248,9,0.133126,0.441507
10249,1,0.159678,0.862946
10250,9,0.139213,0.529566
10251,8,0.136826,0.534545
10252,7,0.113557,0.406225
10253,4,0.151115,0.633645
10254,7,0.109340,0.380426
10255,0,0.116279,0.370588
10256,5,0.103516,0.291140
10257,2,0.117913,0.433855
10258,1,0.129476,0.453283
10259,5,0.108013,0.303384
10260,0,0.012310,0.098243
10261,3,0.119124,0.405790
10262,0,0.079920,0.220541
10263,4,0.123866,0.414260
10264,7,0.087646,0.311662
10265,2,0.113510,0.343150
10266,0,0.070330,0.153269
10267,1,0.156147,0.882513
10268,1,0.147565,0.595871
10269,1,0.148238,0.632621
10270,4,0.074547,0.194604
10271,6,0.142298,0.676686
10272,6,0.082457,0.239407
10273,0,0.123974,0.438924
10274,6,0.111523,0.315643
10275,8,0.126371,0.474151
10276,6,0.092048,0.260251
10277,0,0.120322,0.389272
10278,5,0.073606,0.222897
10279,3,0.123179,0.454137
10280,2,0.091241,0.290614
10281,5,0.087724,0.238724
10282,8,0.088935,0.185895
10283,3,0.093655,0.286890
10284,0,0.036220,0.122083
10285,9,0.143758,0.606671
10286,1,0.141898,0.575870
10287,5,0.105183,0.358473
10288,7,0.124513,0.486805
10289,5,0.125091,0.471549
10290,6,0.120043,0.397286
10291,1,0.152652,0.869420
10292,2,0.089526,0.217376
10293,9,0.126882,0.456626
10294,1,0.148881,0.658563
10295,6,0.124797,0.467217
10296,7,0.120521,0.438845
10297,7,0.129525,0.556920
10298,7,0.102411,0.309048
10299,6,0.120467,0.461177
10300,6,0.095187,0.279649
10301,2,0.131349,0.462648
10302,1,0.142017,0.543526
10303,7,0.128599,0.422646
10304,4,0.066592,0.172471
10305,6,0.076319,0.209708
10306,9,0.116664,0.401295
10307,9,0.136532,0.563098
10308,6,0.119852,0.431913
10309,2,0.084251,0.277288
10310,7,0.124475,0.444469
10311,4,0.128219,0.479129
10312,4,0.132583,0.468044
10313,2,0.079212,0.207183
10314,4,0.116478,0.355303
10315,3,0.128207,0.492963
10316,7,0.133138,0.482127
10317,5,0.107106,0.383587
10318,2,0.076506,0.225254
10319,1,0.152847,0.850983
10320,8,0.077205,0.162756
10321,4,0.127660,0.479195
10322,2,0.078652,0.217979
10323,3,0.136684,0.549333
10324,0,0.101736,0.351157
10325,7,0.137681,0.629536
10326,1,0.155681,0.844414
10327,0,0.113634,0.398853
10328,2,0.064324,0.204604
10329,3,0.130319,0.501873
10330,3,0.107584,0.373507
10331,3,0.121312,0.478212
10332,4,0.131228,0.526425
10333,6,0.136347,0.514574
10334,5,0.089783,0.290284
10335,0,0.065054,0.217303
10336,6,0.126169,0.464360
10337,9,0.153723,0.700789
10338,7,0.127227,0.446389
10339,4,0.111198,0.396767
10340,8,0.119672,0.383268
10341,0,0.052823,0.221208
10342,9,0.125763,0.510417
10343,1,0.159571,0.906254
10344,0,0.079191,0.249335
10345,6,0.088524,0.172471
10346,1,0.153642,0.716589
10347,1,0.158095,0.852811
10348,2,0.075504,0.300088
10349,0,0.098437,0.287735
10350,3,0.096445,0.364269
10351,4,0.007169,0.074887
10352,4,0.135434,0.510910
10353,0,0.115949,0.394214
10354,5,0.118437,0.386054
10355,2,0.079496,0.209539
10356,6,0.123610,0.476564
10357,6,0.125929,0.496862
10358,7,0.101636,0.338455
10359,8,0.154413,0.782208
10360,8,0.100508,0.307954
10361,3,0.100272,0.368393
10362,9,0.112800,0.416927
10363,1,0.155178,0.845101
10364,0,0.046308,0.176663
10365,1,0.153722,0.802216
10366,1,0.157727,0.857402
10367,0,0.135844,0.558032
10368,2,0.048532,0.190266
10369,2,0.115972,0.359271
10370,3,0.071621,0.217354
10371,5,0.140871,0.583457
10372,4,0.089898,0.307983
10373,0,0.059712,0.238631
10374,5,0.109055,0.375574
10375,9,0.149952,0.687525
10376,6,0.122235,0.431756
10377,1,0.158438,0.914272
10378,7,0.134786,0.565306
10379,1,0.150518,0.806300
10380,8,0.097176,0.289953
10381,0,0.093387,0.301905
10382,9,0.102707,0.404927
10383,9,0.139253,0.541634
10384,6,0.087347,0.335261
10385,0,0.089051,0.292687
10386,5,0.073094,0.226247
10387,5,0.102349,0.364038
10388,9,0.122255,0.443697
10389,7,0.135257,0.566905
10390,3,0.088803,0.214227
10391,3,0.109909,0.355433
10392,4,0.124509,0.501463
10393,7,0.150630,0.752443
10394,3,0.111273,0.333954
10395,7,0.140069,0.520424
10396,8,0.114010,0.355996
10397,4,0.138217,0.627694
10398,5,0.074664,0.215310
10399,8,0.145167,0.544858
10400,1,0.149135,0.775543
10401,5,0.101363,0.354035
10402,5,0.076699,0.305270
10403,3,0.097192,0.302338
10404,2,0.087968,0.269760
10405,1,0.151681,0.759359
10406,3,0.070018,0.187711
10407,2,0.111700,0.364545
10408,0,0.077513,0.285942
10409,7,0.139294,0.614366
10410,1,0.153973,0.751246
10411,9,0.137894,0.663189
10412,2,0.070913,0.194770
10413,5,0.081195,0.240614
10414,1,0.154978,0.811989
10415,9,0.136130,0.563388
10416,3,0.124838,0.432075
10417,1,0.156656,0.819469
10418,2,0.039361,0.138526
10419,6,0.107004,0.363136
10420,6,0.127468,0.470368
10421,1,0.155137,0.869814
10422,5,0.088473,0.281308
10423,8,0.129123,0.494370
10424,3,0.106983,0.348162
10425,3,0.136934,0.438573
10426,0,0.096957,0.306812
10427,8,0.093652,0.279415
10428,7,0.116066,0.459754
10429,9,0.132808,0.554133
10430,2,0.085606,0.292618
10431,3,0.131820,0.487366
10432,7,0.148057,0.658656
10433,5,0.135874,0.547416
10434,4,0.114985,0.446960
10435,5,0.151681,0.718327
10436,6,0.112867,0.358288
10437,2,0.126387,0.425693
10438,4,0.083486,0.277430
10439,9,0.131132,0.513560
10440,0,0.101402,0.300647
10441,6,0.139990,0.569522
10442,5,0.112518,0.333998
10443,6,0.130543,0.440958
10444,9,0.078865,0.264458
10445,8,0.143912,0.512674
10446,9,0.135415,0.559193
10447,8,0.110453,0.340954
10448,8,0.101647,0.331385
10449,1,0.157386,0.840977
10450,9,0.130570,0.494512
10451,3,0.153719,0.703812
10452,5,0.099966,0.336654
10453,6,0.128577,0.473904
10454,3,0.062095,0.131727
10455,3,0.110640,0.361429
10456,1,0.151809,0.790314
10457,0,0.114944,0.427239
10458,7,0.140374,0.578402
10459,1,0.155525,0.755540
10460,4,0.113420,0.415430
10461,4,0.152789,0.658747
10462,7,0.109713,0.407767
10463,4,0.136877,0.495130
10464,6,0.118920,0.416184
10465,2,0.092718,0.260462
10466,5,0.063584,0.211884
10467,3,0.150540,0.646487
10468,4,0.108303,0.421984
10469,1,0.155483,0.749126
10470,0,0.082279,0.288056
10471,3,0.129296,0.476421
10472,0,0.074657,0.265757
10473,2,0.077203,0.248029
10474,6,0.131238,0.457024
10475,7,0.138065,0.575234
10476,6,0.117804,0.405887
10477,2,0.125139,0.399052
10478,2,0.105271,0.375919
10479,9,0.145957,0.687386
10480,0,0.076389,0.274416
10481,9,0.112147,0.422369
10482,6,0.101814,0.337237
10483,8,0.134284,0.517723
10484,3,0.123092,0.415181
10485,6,0.141866,0.618393
10486,7,0.148135,0.682631
10487,8,0.127704,0.454483
10488,7,0.121811,0.515956
10489,0,0.060408,0.115791
10490,4,0.106740,0.377246
10491,8,0.137342,0.485985
10492,4,0.121985,0.443999
10493,5,0.103901,0.304843
10494,3,0.065570,0.207458
10495,4,0.117077,0.393320
10496,9,0.127749,0.518525
10497,7,0.114615,0.454619
10498,2,0.043595,0.144488
10499,5,0.119327,0.441265
10500,8,0.118498,0.410785
10501,1,0.153206,0.750341
10502,9,0.147509,0.632959
10503,2,0.134089,0.472752
10504,6,0.087661,0.273228
10505,4,0.139348,0.629866
10506,0,0.065371,0.217160
10507,5,0.151724,0.686275
10508,9,0.126373,0.516794
10509,1,0.157706,0.879585
10510,5,0.116462,0.396085
10511,7,0.147326,0.649572
10512,3,0.068386,0.199237
10513,6,0.152922,0.688117
10514,8,0.050257,0.144543
10515,2,0.135975,0.483806
10516,8,0.076469,0.179393
10517,9,0.131207,0.536347
10518,7,0.150975,0.687998
10519,3,0.136526,0.568781
10520,1,0.152151,0.762012
10521,3,0.094503,0.276117
10522,4,0.119678,0.470914
10523,7,0.116507,0.411096
10524,0,0.065190,0.246475
10525,9,0.098796,0.238631
10526,4,0.111947,0.446078
10527,2,0.107917,0.365041
10528,3,0.121980,0.367181
10529,2,0.110363,0.345865
10530,9,0.128748,0.550362
10531,0,0.125829,0.426293
10532,0,0.102529,0.302816
10533,6,0.117561,0.426474
10534,7,0.127060,0.519485
10535,6,0.086827,0.249583
10536,2,0.082048,0.290192
10537,5,0.139049,0.614198
10538,1,0.156212,0.799348
10539,5,0.109989,0.370857
10540,9,0.113172,0.397121
10541,6,0.148323,0.672334
10542,1,0.151849,0.724147
10543,0,0.096895,0.353245
10544,5,0.114855,0.388554
10545,7,0.136456,0.494996
10546,1,0.153724,0.769887
10547,5,0.119541,0.446785
10548,7,0.131476,0.608548
10549,7,0.146182,0.580530
10550,4,0.134129,0.466361
10551,6,0.131260,0.514884
10552,8,0.100907,0.328085
10553,6,0.126500,0.432083
10554,6,0.117694,0.490871
10555,2,0.091333,0.267227
10556,1,0.144207,0.653311
10557,1,0.151511,0.790555
10558,6,0.126305,0.485083
10559,4,0.135631,0.548582
10560,8,0.107064,0.309551
10561,4,0.132531,0.520012
10562,8,0.106310,0.383825
10563,1,0.158810,0.884652
10564,0,0.079913,0.286315
10565,0,0.117842,0.457924
10566,1,0.151217,0.670892
10567,5,0.105838,0.351289
10568,2,0.105809,0.322008
10569,1,0.152696,0.768495
10570,3,0.123737,0.401835
10571,2,0.095914,0.294029
10572,4,0.143518,0.592316
10573,8,0.142031,0.523259
10574,7,0.140660,0.559561
10575,2,0.087887,0.253003
10576,8,0.133287,0.499437
10577,9,0.129785,0.445888
10578,9,0.134912,0.589020
10579,5,0.123418,0.468608
10580,0,0.090052,0.282346
10581,1,0.155664,0.849538
10582,1,0.154616,0.680085
10583,2,0.132700,0.507416
10584,2,0.118694,0.417086
10585,8,0.116893,0.373695
10586,3,0.110961,0.349008
10587,5,0.124244,0.445590
10588,4,0.110529,0.404357
10589,9,0.120835,0.436082
10590,5,0.130426,0.474841
10591,7,0.123585,0.394567
10592,6,0.098081,0.325623
10593,8,0.138394,0.474921
10594,7,0.111545,0.327935
10595,4,0.126056,0.511094
10596,8,0.102093,0.368510
10597,8,0.128057,0.450079
10598,9,0.146028,0.675614
10599,5,0.130152,0.512805
10600,0,0.066064,0.235883
10601,6,0.112729,0.359142
10602,1,0.154440,0.837587
10603,1,0.152389,0.791110
10604,2,0.104400,0.356960
10605,0,0.096759,0.292711
10606,3,0.123458,0.405630
10607,3,0.119089,0.377062
10608,4,0.125970,0.430078
10609,3,0.127226,0.443936
10610,7,0.132266,0.497378
10611,5,0.139165,0.539481
10612,8,0.137448,0.513569
10613,4,0.126739,0.462666
10614,9,0.132181,0.586272
10615,9,0.141068,0.691170
10616,1,0.155050,0.718573
10617,2,0.140053,0.516959
10618,6,0.136450,0.569241
10619,4,0.128743,0.501374
10620,8,0.144955,0.580160
10621,2,0.070966,0.219895
10622,9,0.144517,0.676305
10623,5,0.141708,0.584388
10624,9,0.134351,0.557332
10625,1,0.158327,0.927242
10626,0,0.088913,0.305000
10627,4,0.072622,0.279422
10628,1,0.147305,0.669003
10629,8,0.130476,0.456981
10630,2,0.103643,0.389795
10631,6,0.111101,0.319808
10632,4,0.148926,0.630830
10633,8,0.086675,0.194538
10634,4,0.134745,0.513567
10635,4,0.137435,0.558931
10636,3,0.130586,0.471116
10637,4,0.143798,0.668905
10638,7,0.134407,0.516998
10639,1,0.158493,0.915809
10640,4,0.123551,0.415789
10641,7,0.141619,0.597034
10642,4,0.144618,0.619094
10643,4,0.121588,0.433186
10644,4,0.113525,0.443791
10645,3,0.099862,0.245287
10646,0,0.084905,0.275460
10647,9,0.143955,0.683193
10648,3,0.119476,0.386719
10649,7,0.147756,0.687949
10650,8,0.113719,0.387565
10651,6,0.122810,0.415200
10652,7,0.116877,0.382846
10653,5,0.136553,0.552060
10654,5,0.141928,0.575837
10655,6,0.124333,0.517124
10656,8,0.142053,0.587161
10657,5,0.129299,0.465001
10658,2,0.089599,0.268826
10659,9,0.152419,0.670547
10660,1,0.156601,0.868053
10661,9,0.148641,0.650291
10662,5,0.127432,0.517707
10663,1,0.158867,0.909315
10664,8,0.139050,0.481612
10665,0,0.059107,0.211487
10666,5,0.117818,0.439654
10667,3,0.112711,0.368866
10668,1,0.154496,0.729729
10669,3,0.069999,0.259119
10670,1,0.136259,0.627239
10671,4,0.107441,0.402101
10672,6,0.103461,0.371434
10673,6,0.128101,0.451188
10674,2,0.098175,0.299215
10675,3,0.119552,0.378958
10676,1,0.147413,0.672429
10677,3,0.083176,0.249073
10678,3,0.095276,0.340766
10679,3,0.134538,0.565259
10680,4,0.131218,0.528010
10681,2,0.090414,0.313193
10682,9,0.129136,0.560966
10683,7,0.137984,0.625303
10684,4,0.145330,0.631688
10685,1,0.154598,0.889636
10686,9,0.134609,0.613511
10687,1,0.150644,0.780575
10688,2,0.103527,0.415792
10689,2,0.121528,0.440646
10690,0,0.114535,0.386943
10691,4,0.116455,0.393656
10692,0,0.086899,0.285052
10693,1,0.155355,0.798929
10694,4,0.119587,0.445742
10695,8,0.148315,0.608266
10696,4,0.141688,0.625921
10697,3,0.134114,0.514425
10698,6,0.125830,0.396667
10699,6,0.140838,0.569762
10700,2,0.099632,0.372123
10701,0,0.128419,0.472752
10702,5,0.132239,0.541130
10703,7,0.123212,0.496340
10704,5,0.131796,0.562122
10705,4,0.128718,0.499051
10706,0,0.098435,0.266055
10707,9,0.136690,0.571350
10708,2,0.133902,0.575186
10709,7,0.120991,0.432642
10710,6,0.118719,0.443583
10711,8,0.126603,0.532423
10712,8,0.119327,0.422542
10713,1,0.156370,0.931218
10714,1,0.154173,0.773228
10715,2,0.105851,0.335574
10716,7,0.139728,0.584441
10717,7,0.138672,0.493848
10718,9,0.129067,0.540223
10719,7,0.149250,0.627935
10720,1,0.154551,0.734168
10721,8,0.136545,0.542447
10722,9,0.139307,0.655102
10723,9,0.109490,0.368910
10724,2,0.080151,0.265327
10725,4,0.142060,0.572193
10726,6,0.103372,0.371439
10727,8,0.105414,0.353322
10728,7,0.134057,0.473924
10729,3,0.087916,0.235845
10730,6,0.122887,0.376550
10731,3,0.123035,0.407472
10732,6,0.115443,0.365491
10733,0,0.087045,0.206814
10734,8,0.133374,0.464931
10735,3,0.091051,0.299425
10736,7,0.142840,0.614208
10737,4,0.050594,0.107856
10738,4,0.132228,0.575026
10739,8,0.113791,0.392993
10740,2,0.098412,0.301895
10741,5,0.114543,0.399166
10742,1,0.154684,0.802820
10743,5,0.142745,0.573090
10744,3,0.135410,0.518833
10745,7,0.124982,0.462685
10746,3,0.113435,0.404471
10747,9,0.147271,0.696067
10748,0,0.072822,0.196198
10749,6,0.127233,0.449589
10750,5,0.139211,0.540993
10751,0,0.113782,0.418710
10752,5,0.128251,0.539359
10753,9,0.147812,0.676726
10754,8,0.125705,0.480036
10755,6,0.146132,0.651295
10756,0,0.073957,0.303795
10757,3,0.120640,0.440634
10758,3,0.097949,0.309630
10759,4,0.145403,0.609180
10760,7,0.109742,0.382617
10761,3,0.138284,0.563673
10762,9,0.134667,0.581041
10763,3,0.135934,0.530292
10764,7,0.113212,0.387641
10765,5,0.109468,0.379677
10766,3,0.131110,0.512128
10767,2,0.132830,0.540047
10768,6,0.095269,0.291423
10769,4,0.052954,0.122183
10770,7,0.135714,0.477146
10771,5,0.127611,0.525019
10772,8,0.145167,0.550681
10773,9,0.152535,0.682144
10774,0,0.102490,0.340537
10775,6,0.126742,0.461416
10776,3,0.136427,0.566864
10777,2,0.135983,0.510889
10778,5,0.142589,0.590409
10779,4,0.120546,0.482347
10780,3,0.111061,0.367997
10781,9,0.148762,0.683559
10782,0,0.084425,0.260426
10783,5,0.139462,0.530433
10784,1,0.152122,0.800910
10785,9,0.152645,0.697206
10786,2,0.060190,0.140278
10787,6,0.134794,0.536190
10788,3,0.111570,0.374131
10789,7,0.148567,0.715160
10790,4,0.143326,0.642099
10791,6,0.104654,0.374239
10792,5,0.105156,0.364684
10793,6,0.117055,0.406062
10794,6,0.113915,0.420034
10795,9,0.138190,0.568915
10796,7,0.148434,0.716923
10797,3,0.115103,0.421915
10798,8,0.117049,0.375919
10799,5,0.107066,0.398372
10800,9,0.145740,0.637787
10801,8,0.107811,0.354343
10802,0,0.126501,0.439654
10803,2,0.073647,0.292179
10804,1,0.154828,0.842920
10805,5,0.125812,0.456205
10806,2,0.100354,0.316471
10807,0,0.078910,0.215256
10808,3,0.116730,0.405136
10809,9,0.078627,0.220943
10810,4,0.114458,0.510132
10811,9,0.137011,0.592132
10812,5,0.115187,0.468478
10813,4,0.132240,0.511537
10814,6,0.111921,0.422098
10815,5,0.078501,0.199793
10816,7,0.134152,0.591433
10817,6,0.130823,0.522471
10818,8,0.098681,0.275133
10819,8,0.149725,0.630945
10820,9,0.143133,0.627474
10821,9,0.112427,0.337318
10822,0,0.104767,0.337356
10823,5,0.123272,0.452164
10824,1,0.155663,0.852777
10825,2,0.132532,0.494663
10826,2,0.086728,0.220164
10827,3,0.110620,0.415970
10828,3,0.126599,0.522820
10829,7,0.115814,0.469465
10830,4,0.113602,0.407771
10831,3,0.121605,0.397712
10832,5,0.111367,0.461621
10833,4,0.129860,0.498371
10834,6,0.121303,0.376232
10835,1,0.155240,0.814421
10836,7,0.120703,0.373325
10837,6,0.138888,0.526867
10838,8,0.137602,0.546648
10839,1,0.151621,0.845019
10840,9,0.147293,0.673396
10841,0,0.105009,0.355852
10842,7,0.144855,0.690796
10843,1,0.151319,0.782826
10844,6,0.130425,0.491611
10845,0,0.101733,0.307164
10846,4,0.148257,0.620112
10847,2,0.136753,0.525016
10848,3,0.117984,0.371888
10849,9,0.144146,0.646566
10850,0,0.096513,0.304147
10851,4,0.115466,0.381507
10852,6,0.128511,0.470001
10853,1,0.139951,0.508284
10854,6,0.124638,0.429724
10855,4,0.132327,0.521374
10856,6,0.123298,0.420080
10857,8,0.102333,0.357150
10858,9,0.147036,0.644124
10859,4,0.129665,0.498025
10860,0,0.091761,0.344072
10861,9,0.145062,0.634327
10862,0,0.097738,0.304267
10863,8,0.114079,0.333436
10864,1,0.155994,0.820134
10865,7,0.142585,0.599205
10866,3,0.129803,0.477349
10867,8,0.149068,0.608174
10868,9,0.119887,0.487132
10869,1,0.154591,0.837214
10870,4,0.101939,0.364603
10871,4,0.141447,0.592135
10872,5,0.120627,0.466818
10873,3,0.100154,0.325084
10874,7,0.107495,0.371333
10875,0,0.069513,0.225813
10876,9,0.135339,0.561894
10877,3,0.090816,0.355088
10878,5,0.122968,0.435546
10879,1,0.159378,0.868493
10880,6,0.124098,0.457802
10881,3,0.114849,0.382363
10882,8,0.136069,0.521843
10883,3,0.117829,0.358751
10884,9,0.146303,0.614325
10885,5,0.128571,0.514419
10886,1,0.155509,0.872541
10887,1,0.149326,0.661927
10888,3,0.095804,0.313117
10889,4,0.138232,0.549439
10890,8,0.121294,0.433664
10891,7,0.153886,0.743424
10892,5,0.099837,0.377040
10893,1,0.151174,0.888586
10894,7,0.093975,0.268914
10895,5,0.141084,0.652235
10896,8,0.127634,0.453013
10897,3,0.129578,0.485802
10898,1,0.149485,0.773237
10899,2,0.116014,0.309069
10900,4,0.119007,0.454674
10901,3,0.133322,0.550634
10902,8,0.112318,0.417897
10903,3,0.116494,0.473179
10904,5,0.130433,0.475215
10905,5,0.124035,0.486849
10906,8,0.128274,0.480594
10907,9,0.109956,0.443152
10908,1,0.155329,0.819293
10909,4,0.152998,0.700248
10910,0,0.127682,0.504613
10911,6,0.099021,0.256336
10912,7,0.135979,0.524623
10913,4,0.133962,0.490609
10914,6,0.126759,0.400261
10915,0,0.038120,0.133324
10916,1,0.152789,0.746016
10917,0,0.088596,0.211862
10918,6,0.124269,0.477960
10919,4,0.090440,0.300544
10920,0,0.103679,0.359243
10921,2,0.144010,0.596384
10922,3,0.122065,0.470494
10923,1,0.153390,0.846217
10924,4,0.144407,0.581718
10925,0,0.046922,0.097306
10926,6,0.136929,0.531266
10927,1,0.153246,0.745429
10928,8,0.134402,0.510466
10929,4,0.153050,0.698385
10930,9,0.137906,0.581643
10931,6,0.122755,0.438253
10932,2,0.097657,0.372782
10933,7,0.136004,0.533256
10934,1,0.156684,0.767496
10935,9,0.147957,0.738105
10936,7,0.147039,0.670714
10937,8,0.032790,0.075350
10938,4,0.140553,0.626093
10939,0,0.141184,0.520273
10940,5,0.129545,0.465610
10941,7,0.149157,0.708746
10942,2,0.072659,0.227724
10943,4,0.129114,0.525173
10944,5,0.133369,0.495832
10945,9,0.149737,0.707702
10946,2,0.078526,0.247804
10947,7,0.129914,0.516525
10948,1,0.159297,0.861109
10949,8,0.140194,0.505195
10950,2,0.094155,0.290368
10951,6,0.136623,0.469564
10952,9,0.124175,0.534730
10953,4,0.155352,0.689906
10954,3,0.118718,0.470917
10955,5,0.140038,0.575452
